artist,album,track,url
partywithray,Lil Mama,Lil Mama,spotify:track:44GPmiM2FZjxzFXbeQ4Ovl
Green Day,American Idiot - The Original Broadway Cast Recording,When It's Time,spotify:track:5nGCVIpxp0u4AYpVpK0pv4
JazzyCal,Sakura Season 2,Michi No Tochi,spotify:track:6wql41mSHogeObAYbj3RUg
Cigarettes After Sex,Cigarettes After Sex,Sunsetz,spotify:track:4rxpJOCjFVNAren0NdgO6I
STEELHEART,Steelheart,I'll Never Let You Go,spotify:track:43v1rIzI5SvzVvXsvI8F9j
sombr,back to friends,back to friends,spotify:track:0FTmksd2dxiE5e3rWyJXs6
We Are Loud,Stay High,Stay High,spotify:track:4n9honUzPwvfEkRDDVMl6S
Kodaline,Coming Up for Air,War,spotify:track:02n13KhxJNPPY2YRETcguj
Troye Sivan,Blue Neighbourhood,LOST BOY,spotify:track:1MWXC3nU8ZGbJkC8Glm3TD
Led Zeppelin,In Through the out Door,In the Evening - 1990 Remaster,spotify:track:2fvLQe9ZlRaEJ5o4sG3TbM
Lifehouse,No Name Face,Everything,spotify:track:5FWasqXBCZEoUqlN0CPZm7
Ruel,4TH WALL,MUST BE NICE,spotify:track:3odZpVahlTBsfmQ92e1xWb
San Holo,The Trip EP,self-love,spotify:track:20Qufms0u6e9mHprf81SzX
Healy After Dark,You,You,spotify:track:5PtlyFWuTqVJ5fvANsMXQG
Sublab,Rose,Rose,spotify:track:3usKIypSgkAKoinm5YVkCc
Martin Garrix,There for You,There for You,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y
The Beach Boys,50 Big Ones: Greatest Hits,Kokomo,spotify:track:2STQAr3BRiAeeveJ07gZh7
Curtis Waters,Pity Party,The feelings tend to stay the same,spotify:track:55Qb5XmctFyFdUUsaujOxq
Led Zeppelin,Led Zeppelin II,Moby Dick - Remaster,spotify:track:0IxtJOcnoS2DPmBfV2HDfW
eaJ,Car Crash,Car Crash,spotify:track:6mZ6SNzhdYJg9cN22RoZip
Oasis,Definitely Maybe (Deluxe Edition Remastered),Married With Children - Remastered,spotify:track:57bbMdaWpthoPTfuU9TFvQ
Benson Boone,What Was,What Was,spotify:track:1mWISjhqdUaOCJMYrEpLJ6
Winter Aid,The Wisp Sings,The Wisp Sings,spotify:track:68RI4I6SKm57SxjG06OYvN
Men I Trust,Show Me How,Show Me How,spotify:track:01TyFEZu6mHbffsVfxgrFn
Set It Off,Fake Ass Friends,Fake Ass Friends,spotify:track:5t3X72EbaFti38zPMlqeTC
Five For Fighting,America Town,Superman (It's Not Easy),spotify:track:3TwtrR1yNLY1PMPsrGQpOp
Hot Chelle Rae,I Like It Like That,I Like It Like That (feat. New Boyz),spotify:track:6Hf8xuBqZsrNTBgW8wL8NZ
Dee Mills Tha Milkman,God's Devil,Hear Me Now,spotify:track:5NUBpGLAuEzY4BXvvIoiRA
Tame Impala,InnerSpeaker,Solitude Is Bliss,spotify:track:6ZOYiRAgRpfAMJQKUWJPje
Ethan Low,BUBBLY,BUBBLY,spotify:track:1YxMfqTpk22khi8ZfmSK0G
Troye Sivan,Blue Neighbourhood,DKLA,spotify:track:7M8uUME0TsHpYhTz5hUzSE
wave to earth,0.1 flaws and all.,love.,spotify:track:5rDXfGMWI6S8wkXR0MHsvv
Cameron Avery,"Ripe Dreams, Pipe Dreams",An Ever Jarring Moment,spotify:track:5SGjCvMIKYfW2oCJBjiTai
December Avenue,Kahit Di Mo Alam,Kahit Di Mo Alam,spotify:track:6GIzDc4xBUeYHwubWwTrhC
John Legend,LEGEND,Nervous,spotify:track:1XNAH3h63O1hWFcgyHGbjf
Oasis,Be Here Now,D'You Know What I Mean? - Remastered,spotify:track:2oIIfPAl99XhH8ZHKiexrg
Jarryd James,High,1000x,spotify:track:0ZJAaMYZzmnHGA6msryIWf
Lifehouse,Flight,Flight,spotify:track:6RFl76IIkZLE6FozNwuXLh
Gazzelle,Scusa,Scusa,spotify:track:6Nrk9XnXq7Gfjy4vGmkrMq
Blur,Blur,Song 2 - 2012 Remaster,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
Zara Larsson,So Good,Ain't My Fault,spotify:track:2K9OuOMhtNGtbbqQhALv8i
Ultimo,I Tuoi Particolari,I Tuoi Particolari,spotify:track:524euygKKFWurhvIdSrkg6
Fractite,Nights,Nights,spotify:track:7ftgxd8rL8HSODwcue7jwH
Stephen Sanchez,"What Was, Not Now",I Want You,spotify:track:1q32AhBbgDPdBr5VyCRHq6
Coez,Faccio un casino,Le luci della città,spotify:track:381VH1JFj9q08V1OMlPU5m
Drake,Scorpion,That’s How You Feel,spotify:track:41a7dZcq30Ss5kPMayWRV0
Peter Manos,In My Head,In My Head,spotify:track:1tT55K6VEyO6XFDxK4lDQe
Foster The People,Torches,Pumped Up Kicks,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
Stephen,Sincerely,Outro,spotify:track:6QrbKxDVzkhBLbMeJ1Dmys
King Gnu,Tokyo Rendez-Vous,Vinyl,spotify:track:2ANz2T37a2uN3d6w98h8vY
Linkin Park,Minutes to Midnight,Given Up,spotify:track:1fLlRApgzxWweF1JTf8yM5
Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,spotify:track:1Eb90nmqTrxylKFhcUzW8P
Rico Blanco,Dating Gawi,Walang Basagan,spotify:track:555QDeqvHVob1bOZBYoLDZ
Los Retros,Someone To Spend Time With,Someone To Spend Time With,spotify:track:6SE4JAo7T8C7XkFka5bbga
DJ Khaled,GOD DID,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,spotify:track:0O82CIwSU4tY11rQhxqAHC
Cesare Cremonini,Possibili Scenari,Poetica,spotify:track:07qo9gnLM488CUr0EtgIA1
John Mayer,Continuum,Gravity,spotify:track:3SktMqZmo3M9zbB7oKMIF7
Black Atlass,Dream Awake,Never Enough,spotify:track:3cLImX3gTK23tYnF4wiDoY
7co,Late summer waves,Late summer waves,spotify:track:2nmfkEVZwZqSPmJnmgJqIu
Imagine Dragons,Eyes Closed,Eyes Closed,spotify:track:4o120XeV8els1S5bu7mzBX
Linkin Park,Minutes to Midnight,Valentine's Day,spotify:track:2vfshZvISOKy2Je7wQBWOV
DJ Snake,Encore,Pigalle,spotify:track:53X1w4MPCIicXDQV4EH6sB
Ketsumeishi,????,????,spotify:track:1Bmer9U1ZkmM7Yb0U0ahll
Rico Blanco,Balisong,Balisong - Transformed,spotify:track:2s9DQB5ftRcdIRpj3n3pDR
Over October,Press Play,Alive,spotify:track:7IroIG4xaUh87f3I2WxFkA
The Vamps,All Night,All Night,spotify:track:1yNyoWWWikbLhwIGWjZuDW
Stars of Track and Field,A Time For Lions,End Of All Time,spotify:track:2727cNzjNBfVtjkDHLpuzr
Gorillaz,Plastic Beach,On Melancholy Hill,spotify:track:0q6LuUqGLUiCPP1cbdwFs3
IV Of Spades,CLAPCLAPCLAP!,I Would Rather Live Alone (I'm Not Who I'm Today),spotify:track:5GpNvH7JUU5VdS7Vnmj4El
Johnoy Danao,Sakaling Maging Tayo,Suntok Sa Buwan,spotify:track:1dWOOhJVYnrikXGr5Eyeav
James Arthur,Back from the Edge,Say You Won't Let Go,spotify:track:5uCax9HTNlzGybIStD3vDh
Magnus Haven,Imahe,Imahe,spotify:track:65sEZZaxTjLMD8vNgPoMz5
Renz Verano,Para Sa 'Yo,Ibang-Iba Ka Na,spotify:track:6CHnJaouF0hHPEud5GCFtg
Pupil,Beautiful Machines,Nasaan Ka?,spotify:track:04k8msdaFjYXfehLG8w77A
Coldplay,X&Y,X&Y,spotify:track:2rxp56vVQp1zzumJ0eHLmw
The Doors,The Doors,Light My Fire,spotify:track:5uvosCdMlFdTXhoazkTI5R
Oasis,Be Here Now,Don't Go Away - Remastered,spotify:track:1h4S839DSEZNpQ4o2LVEi3
juan karlos,Through The Years,"Through The Years - From “Lolo and the Kid""",spotify:track:4CkwBFexkKpSVt76urws7y
Kodaline,Coming Up for Air,Everything Works Out in the End,spotify:track:45IFvFqHG8oiEK1fAYdNw1
Rin?,swipe sheep,snow jam,spotify:track:6uUtmCz8XXep7n1QmC1jJG
Tori Kelly,Unbreakable Smile,I Was Made For Loving You,spotify:track:3vOmmLuvEUgGaVuRsCs2QF
Rivermaya,Greatest Hits,Luha,spotify:track:1sMcM31rVvIvn2MIQC4Xa1
Blur,Blur,Beetlebum - 2012 Remaster,spotify:track:4OHVCeQYPncEwZOtNAJZZx
Weezer,Weezer,Pork And Beans,spotify:track:5txH6topQylTHnb4lZMdQ1
Enrico Nigiotti,Nigio,Baciami adesso,spotify:track:1Gyzr8UQgUlpYsGxQC6Tcl
Enrique Iglesias,Escape,Hero,spotify:track:1PAgmT6YqGhd6zT9kN9gIo
Blu DeTiger,Vintage,Vintage,spotify:track:3k7Ih6fxF30qtvsgWPopvn
Saib,Around the World,Yu Garden,spotify:track:5cdYg4l2l34xNKY5IUDBp4
hanbee,odd one out,soft,spotify:track:7lcIvuTCK2FJuGvNANoHU4
Sarah Geronimo,The Great Unknown,The Great Unknown,spotify:track:2qFlFby1uKBsGfZ5MfmZ94
Lewis Capaldi,Breach,Someone You Loved,spotify:track:2TIlqbIneP0ZY1O0EzYLlc
Hans Zimmer,Batman v Superman: Dawn of Justice (Original Motion Picture Soundtrack),Beautiful Lie,spotify:track:4G3DXzZf0J3EFWgY1jfFbJ
James Arthur,Falling Like The Stars,Falling Like The Stars,spotify:track:15xWRPHQMeqgdkGzInx3PY
LEE HONG GI,FNC LAB 'Still love you',Still love you,spotify:track:0ih4PcU40uucAVEbD2486u
The Lonely Island,Popstar: Never Stop Never Stopping,"""Kill This Music"" (Dialogue)",spotify:track:0mLtY5N1yi8588jX2bflSy
Kodaline,Follow Your Fire,Follow Your Fire - Syn Cole Remix,spotify:track:0KXDqw7VbJh2EMAE6hbqLA
Chen Boi,Pop Dat,Pop Dat,spotify:track:5kpiWmxBqBlSqhCzQrl2pT
KEN,Dulo,Dulo,spotify:track:5DNzrQSUV1mR1pH9KbKFRN
Zarcort,Partiéndonos la madre (feat. Kairo),Partiéndonos la madre (feat. Kairo),spotify:track:77UT8koNrKQKeaoQaaETzb
Declan McKenna,What Do You Think About the Car?,Make Me Your Queen,spotify:track:5QJuMhGWTUB4t9BqR7ndL3
G-Eazy,The Beautiful & Damned,No Limit,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW
BTS,Proof,Run BTS,spotify:track:69xohKu8C1fsflYAiSNbwM
Logic,College Park,Wake Up (feat. Lucy Rose),spotify:track:0zcgGzHYEBb6ZLfpTCV2wl
NERVO,Alone,Alone,spotify:track:6lleIAN56IAz33fiFYBtic
Sabu,Tulog Na,Tulog Na,spotify:track:2RbLDjnIt19HFJWfHQgfry
young friend,PINCH ME,PINCH ME,spotify:track:1VkM4OtAnNtJa6XBT3SHR6
Boy In Space,Cold,Cold - VINAI Remix,spotify:track:7GFTutQT5Hf1NCMklfPZEX
The Kooks,Let's Go Sunshine,Kids,spotify:track:1OAW2jcuI06QfaHQwvKXCl
FM Static,"My Brain Says Stop, But My Heart Says Go",Breaking Me Again,spotify:track:3GR0qp0btKUha2Ri9pkmIJ
Kenshi Yonezu,BOOTLEG,??,spotify:track:145NeSTdAD6fJK8BByWCz4
Coquins,Sens Plus Profond,Sens Plus Profond,spotify:track:45aNxjLyNAouaqI8UcVvi7
Fujii Kaze,Michi Teyu Ku (Overflowing),Michi Teyu Ku (Overflowing),spotify:track:4hsEFcCA7AL5hlKG4PRp2Z
keshi,bandaids,blue,spotify:track:21yCOhgaDMc0KEtxhZHTbI
Conan Gray,Kid Krow,The Cut That Always Bleeds,spotify:track:7wTqEW5nrMhvyEhEyTnOMd
Dillon Francis,"Money Sucks, Friends Rule",Get Low,spotify:track:4jyKXQsaWSRO46NKkoxcoe
Rob Deniel,Ulap,Ulap,spotify:track:0en1kxNAvVQxLpbteRTG7L
Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",Miss Jackson (feat. LOLO),spotify:track:46Kcradxrva9Dny4lHU1b3
The Maine,Lovely Little Lonely,Black Butterflies and Déjà Vu,spotify:track:6QZ8h3RqIgTRTo3hfaqryx
Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,spotify:track:53QF56cjZA9RTuuMZDrSA6
The Maine,American Candy,(Un)Lost,spotify:track:3jSRyVnLQCJ633IAlrG6T1
ACRAZE,Heard It Like This,Heard It Like This,spotify:track:6HtjJ09kCJbaQSrazLVEGr
John Frusciante,Shadows Collide With People,Regret,spotify:track:10MWHbsLVHwRo3JrP53vMV
Hans Zimmer,Xperiments from Dark Phoenix,X-HZT,spotify:track:5wQVKATJNRLp2dF3cCnbDH
STACEY,First Move,Are You Happy,spotify:track:4v88HNoLG29YTX2LQH0g8V
PINS,Wild Nights,Too Little Too Late,spotify:track:0vQs1LGgg63md69NpM1HoW
Liam Gallagher,As You Were,For What It's Worth,spotify:track:5Ih40KFkj3cSzxgisQxBvX
Stray Kids,GO LIVE,God's Menu,spotify:track:0oWusldermKl7MdzF2XQTj
Maroon 5,1.22.03 Acoustic,"If I Fell - Acoustic / Live At The Hit Factory, NYC / 2003",spotify:track:3lAqHOGFBABytXxiPpDm6e
Orange & Lemons,Ultraelectromagnetic Jam,Huwag Kang Matakot,spotify:track:71zj7v7wxqUOqkHBDHQoIl
Timbaland,Shock Value Deluxe Version,Apologize,spotify:track:76MdMwQ4yiw1wIbA16sOrA
???? ?? Damons year,josee!,josee!,spotify:track:7rhtve5MrYC0kM37RZy4XI
Tom Day,Tom Day & Laura Lethlean,Start Running,spotify:track:4OJru0WsZzv0TJseRPoXyj
Powfu,death bed (coffee for your head),death bed (coffee for your head),spotify:track:7eJMfftS33KTjuF7lTsMCx
J. Cole,2014 Forest Hills Drive,Love Yourz,spotify:track:2e3Ea0o24lReQFR4FA7yXH
Negramaro,Una storia semplice (Deluxe Edition),Estate,spotify:track:5PWWPmpN5ZNTck8ccaMmxQ
LANY,mama's boy,(what i wish just one person would say to me),spotify:track:68BpjQ7Vc8uUHvUKMcLLHe
John Legend,Love In The Future (Expanded Edition),Asylum,spotify:track:7lomZYWSJafp2msfEQyjy5
Rio Romeo,Good God!,Nothing's New,spotify:track:0EF1EE8zusg3Y869e56JFd
KANGDANIEL,"Backstreet Rookie (Original Television Soundtrack), Pt.1",Something,spotify:track:1OC4YsxfH2mFeq0NImMArT
Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward)","Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",spotify:track:5mqzhMuUpvnMfwNz6iepmO
Bryson Tiller,T R A P S O U L,Don't,spotify:track:3pXF1nA74528Edde4of9CC
TREASURE,THE FIRST STEP : CHAPTER THREE,MMM,spotify:track:256pafuFi3cF39hfB7cyY0
Lewis Watson,Midnight,(midnight),spotify:track:35E6CjMcCuI5w68JK9eGcJ
DNCE,DNCE,Be Mean,spotify:track:2T2tqZzWlZo92Xdxluu887
M.A.G.S.,Say Things That Matter,Wait,spotify:track:3o2yFR9xgAliwZsoEb409P
James Bay,James Bay Spotify Session 2015,"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",spotify:track:1zJpJ3HPRtAYYNLWm5BJEf
070 Shake,Guilty Conscience,Guilty Conscience - Tame Impala Remix,spotify:track:5i5fCpsnqDJ9AfeObgd0gW
The Beach Boys,Greatest Hits,Kokomo,spotify:track:2OZyDYkNED6mIDi8RXLnWy
Deep Purple,Deepest Purple: The Very Best of Deep Purple,Strange Kind Of Woman,spotify:track:0Q56LPrOBBRbh0XfyqbhXR
Jeremy Zucker,brent ii,this is how you fall in love,spotify:track:1aEsTgCsv8nOjEgyEoRCpS
Zild,Homework Machine,alalahanin,spotify:track:5Q6MKNqVz3bRE7dNebXIG7
Weezer,Weezer,Island In The Sun,spotify:track:2MLHyLy5z5l5YRp7momlgw
Bruno Major,Nothing,Nothing,spotify:track:6AxRGtu8gdKPeynxdHsmzC
Hotel Ugly,Ugly Duck,Is there free breakfast here?,spotify:track:30jui3PqevssdIVpjEWM38
Cup of Joe,Alas Dose,Alas Dose,spotify:track:3cOgXHh7vFpw2jyj4Ppxxz
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,spotify:track:0WQiDwKJclirSYG9v5tayI
Crying City,You’re Still The Luckiest Thing To Happen To Me…,Urn,spotify:track:1Gkoo5cHYD4Q74CPaD9Xkq
Nightly,Talk You Down,Twenty Something,spotify:track:6Wz9rIfo9tOBcVCd1Mo7F7
Michael Learns To Rock,19 Love Ballads,You Took My Heart Away - 2002 Remaster,spotify:track:6s5lTq6jDYq1XHqXQQz4vC
Citizens!,Here We Are,True Romance,spotify:track:0iR2fVFzlUzzlQeO3sAJgx
Jackson Wang,MAGIC MAN,Dopamine,spotify:track:0oS1B3PW9LyPSzghUKEjf8
Jaden,ERYS,Summertime In Paris,spotify:track:6XNANAB7sFvkfho6bMCp7o
Daniel Caesar,CASE STUDY 01,ARE YOU OK?,spotify:track:2hSwwIRD8sahfwQGjFdixz
Junior Empire,West Coast,West Coast,spotify:track:1FypY1QUzlLK2UmU0tSjdY
Red Hot Chili Peppers,Blood Sugar Sex Magik,Under the Bridge,spotify:track:3d9DChrdc6BOeFsbrZ3Is0
Richard Ashcroft,Keys To The World,Break The Night With Colour,spotify:track:47LnxB0B2b3LrdY4YsJ9is
Natalia Lafourcade,Slowly,Slowly,spotify:track:2czZazqWU3lADtbLQgCsHF
Dominic Fike,"Don't Forget About Me, Demos",Socks,spotify:track:32KU85vllRfxfaV7ZNvHwT
The Moody Blues,Days Of Future Passed,Nights In White Satin - Single Version / Mono,spotify:track:6L5BZEcZmD6RBJnimzlyKr
The Cataracs,Gordo Taqueria,All You,spotify:track:4fthzwD2yWUgDpex5w9Ox8
The Poles,The High Tide Club,Strawberry Moon,spotify:track:1qAyputznbnPGaQkX0L9o5
Depeche Mode,Playing the Angel (Deluxe),Precious,spotify:track:1cBxAm8a0fENn2ix3Dfm3u
Hans Zimmer,Man Of Steel (Original Motion Picture Soundtrack),Look to the Stars,spotify:track:6nYu5ZYwgCnnlXExsU7IrV
Rivermaya,Rivermaya 18 Greatest Hits,Ilog,spotify:track:0J0fgLAao2CmAoQLvciWhT
Crying City,Urn,Urn,spotify:track:0SsOMCjOCpit4EfFpwjcFW
Boyscott,Goose Bumps,Killer Whale,spotify:track:3My7lwGD0D1SvJ2JzSipUN
Armani White,GOATED.,GOATED.,spotify:track:4NNJU4tsniuNHofY6teFtg
Jet,Shine On,Shine On,spotify:track:7y4J0ueXH1WAhpsNuETSJ6
The Script,Acoustic Sessions,The Man Who Can't Be Moved - Acoustic,spotify:track:5zmFKotNwxzx2QHWpxLuTg
Silent Sanctuary,Spotify Jams: OPM Love Songs,"Pangako - Recorded at Kodama Studios, Philippines",spotify:track:5CThcDR9mycL3TjNKQ2qFk
juan karlos,Gabi (feat. Zild),Gabi (feat. Zild),spotify:track:36ZYaW5Dj7loKsyyHehpCr
The Smashing Pumpkins,Siamese Dream,Mayonaise - 2011 Remaster,spotify:track:0AJTKW9fVFo3rIXbtTVE3T
Quruli,driven by impulse,California coconuts,spotify:track:6Msu8yIZIX9Hz3pTW5buNa
Maroon 5,V,Leaving California,spotify:track:13YQutqrAhT5iX9HOctlu5
Cameron Avery,"Ripe Dreams, Pipe Dreams",C'est Toi,spotify:track:0JapGJbM84bwFgtZ8qNm4h
Jake Wesley Rogers,I'll Stand by You,I'll Stand by You,spotify:track:7zdaLRVLJJSXjdQB1tFZRJ
Bamboo,Bless This Mess,Nothing Like You,spotify:track:4ockZiVpdPZf5eMeQaiEk8
Coldplay,Ghost Stories,A Sky Full of Stars,spotify:track:0FDzzruyVECATHXKHFs9eJ
Parokya Ni Edgar,Borbolen,Creepy Tito,spotify:track:0VLcQ1skAodMmjHV5GoVgZ
Music for Sale,Daydream,So Right,spotify:track:5LX7TeuSbdXFkOdF1M6hUb
Siakol,Pantasya,Hindi Mo Ba Alam? (Acoustic),spotify:track:4DmOz9sYDgtacqXTfydPWG
Dilaw,Janice,Janice,spotify:track:0BewsYUbEIKdJmdap9oI7V
FINNEAS,Break My Heart Again,Break My Heart Again,spotify:track:2is19a6HY7ZdWP654IMhEE
Tame Impala,Currents,"New Person, Same Old Mistakes",spotify:track:52ojopYMUzeNcudsoz7O9D
Rage Against The Machine,The Battle Of Los Angeles,Sleep Now In the Fire,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T
Red Hot Chili Peppers,Blood Sugar Sex Magik,Suck My Kiss,spotify:track:0psB5QzGb4653K0uaPgEyh
Eagles,Hell Freezes Over,"The Last Resort - Live On MTV, 1994",spotify:track:5nwQHevFFJ0n1pqZaW0h22
The Lonely Island,Popstar: Never Stop Never Stopping,Rock Roll Skate,spotify:track:10zfodcjVBOkmJkYNgXQaN
Trevor Hall,Chapter Of The Forest,Kabir,spotify:track:2uFjWy9myT65OCvBwBLbXO
Cigarettes After Sex,Cigarettes After Sex,Apocalypse,spotify:track:7McZS9J6h0SKoZBR6cfcFe
DJ Snake,Encore,Propaganda,spotify:track:22IN6whacXDgzKr2UFe255
Txarango,Benvinguts al Llarg Viatge,La Dansa del Vestit,spotify:track:415FshSBRtCi7GR8kE54Ob
LANY,kinda,pink skies,spotify:track:6BZ6pl5bczDc3cMF1kBaOy
Lauv,I met you when I was 18.,Never Not,spotify:track:4fFfyouye6vrX9o9z4PVMu
Carpenters,The Essential Collection (1965-1997),Solitaire,spotify:track:5XKVoTiNzweM3OIrE1u2nM
Twenty One Pilots,Blurryface,Goner,spotify:track:5P3yUXUC9rZPJPNmYGKEAz
Glass Animals,A Tear in Space (Airlock),A Tear in Space (Airlock),spotify:track:6Bi1Y7TD70eWTCKn7jsQQm
Coldplay,Mylo Xyloto,Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D
Jung Kook,Still With You,Still With You,spotify:track:0eFMbKCRw8KByXyWBw8WO7
Ultimo,Peter Pan,La casa di un poeta - Piano Live Studio,spotify:track:40GpkPNFZ5zGVDebO1UfCT
Jay R,Soul in Love,No One Else Comes Close,spotify:track:7ySj5IKE6z18DFZ3I8rqxR
Oasis,(What's the Story) Morning Glory?,Wonderwall,spotify:track:79RUMZfMNMpqZnswovvTqv
Alice Cooper,Alice Cooper Goes to Hell,I Never Cry,spotify:track:7y5mfSJLUmPYmrI5hcCWnT
Raphael Lake,Garage Blues 4,Roll With Me,spotify:track:73QsKN4Z86VvTiTA48syab
Michael Learns To Rock,25,Breaking My Heart - 2014 Remaster,spotify:track:3On8yBrlch7duOLVai2kf4
Cursed Uzumaki,A Collection of Ghost Stories,Itachi Uchiha - Instrumental,spotify:track:1BjROintNPAhYepIGGVX49
Yo Hitoto,?????,?????,spotify:track:4PqDkR6YM80Sy590Qsy6mm
KALEO,No Good,No Good,spotify:track:5Xx8krVxg1pRy6CXieB7FS
DON BROCO,Technology,Everybody,spotify:track:12ohAUYWLfBbCODpsIYJQ4
I'll Take You There Choir,"Deadpool & Wolverine: Madonna's ""Like a Prayer"" EP",Like a Prayer - Choir Version From “Deadpool & Wolverine”,spotify:track:492ceDtqmafb6QD1Xfhpmo
Jay R,JayR,Ngayo'y Narito,spotify:track:3vR4dOzdMZMeDSGRXgCNLb
XXXTENTACION,17,Save Me,spotify:track:2UwbhMie1EAYuTZ0QXeMwl
Noel Gallagher's High Flying Birds,Noel Gallagher's High Flying Birds,If I Had A Gun…,spotify:track:4i4ArYpqtsA3MJ1k0o2dxq
Oasis,Be Here Now,Don't Go Away,spotify:track:0goZr16jDmj8QNWDTvOO27
Tom Odell,Jubilee Road,You're Gonna Break My Heart Tonight,spotify:track:5y9b65dSxULwCiQRLgzO21
Sleeping At Last,"Covers, Vol. 2",Already Gone,spotify:track:5zCunX8URvLoBHlg1Fnjv6
Lorenzo Ferrara,My Mother and My Father,My Mother and My Father,spotify:track:50GcL2N5DZiuZktoiEdOav
UNORDINARYBEATS,UNORDINARY BEATS (VOL. 2),you give us what we need,spotify:track:38RsPClG3wHyQbprljctZM
PARIS The Prince,Nuestro Cielo (Put The Sun Back),Nuestro Cielo (Put The Sun Back),spotify:track:3cKuQZBJ3NDD8Aj4FRIODV
1415,FROM : X,When It Snows,spotify:track:7xLlRiRccn2fWHibTO2Ta1
I Belong to the Zoo,Sana,Sana - Single Version,spotify:track:1X4l4i472kW5ofFP8Xo0x0
Irama,Irama,Tornerai da me,spotify:track:4VQ80l4O1jpTeI5126wB0P
New West,Call Me When You Hear This Song,Call Me When You Hear This Song,spotify:track:4lLbPTGEAHcWpsbHlskpjc
Deyaz,Helpless,Helpless,spotify:track:5YGUxFRCpX2QMDeSNlurRh
Side A,Say You Love Me,Forevermore,spotify:track:0Q9jC6LNRtrgBRYeq7h4pS
Twenty One Pilots,TOPxMM,Heathens (feat. MUTEMATH),spotify:track:5pyyN3d68eSFbwJRT0SIYO
Unit 406,Kahit Na Anong Sabihin Ng Iba,Kahit Na Anong Sabihin Ng Iba,spotify:track:0NP3CabVjsq0PgmKDnLjjf
Lars Sorensen,Album the Third,Naruto and Hinata,spotify:track:2LHkmA3ycu00iN2NJOnq3C
Red Hot Chili Peppers,By the Way,Tear,spotify:track:7isAYELhhKBIdffQS1wMbB
The Prodigy,The Day Is My Enemy (Expanded Edition),The Day Is My Enemy,spotify:track:7GH8m5NN5kL7srIaR0egWM
Okay Kaya,Both,Habitual Love,spotify:track:5JOnQCQ9OGn7hY23aCkdlL
The Japanese House,Saw You in a Dream,Saw You in a Dream,spotify:track:7dujOm8FJcepmVBQjqdswN
Zild,Homework Machine,agaw-dilim,spotify:track:4AmFuWObc9hP8CcYvj3MKQ
Miloe,Winona,Winona,spotify:track:50CrMqvVH178XRNNhhXfTy
Beck,Odelay,Devils Haircut,spotify:track:7h69nvFshbhUpesEXBPH0w
Alex & Sierra,It's About Us,Bumper Cars,spotify:track:62UQgDAEzQuKDwa0Lf8wt8
Michele Zarrillo,Come Uomo Tra Gli Uomini,Cinque giorni,spotify:track:5zB92i6HcCHvVcX5NvGFQb
RADWIMPS,Your Name.,Nandemonaiya - Movie Edit,spotify:track:7uzJSOiIO1qjbtJWdHuH7V
Weathers,Kids In The Night,Casual Mondays,spotify:track:0uaFISVFV4NRZzJ3cIx0Pt
Drake,Views,Too Good,spotify:track:11KJSRSgaDxqydKYiD2Jew
Angus & Julia Stone,Down The Way,Big Jet Plane,spotify:track:5Z1U0knfYnsfvZycgDeOiC
Linkin Park,RECHARGED,A LIGHT THAT NEVER COMES,spotify:track:3BnBKNItMng824sLx0pUfy
Troye Sivan,Blue Neighbourhood,for him.,spotify:track:5yFhb4ABfgvqQYZEK18lcc
[Alexandros],Mosquito Bite,MILK - BLEACH version,spotify:track:4ylyNHScgFJVymrWeP9miE
Hale,Twilight,The Ballad Of,spotify:track:1wgWjgF74fcU3felXyRsoe
Talking Heads,Late 70s,Psycho Killer,spotify:track:0QuXGtXeQwQ6szCUYjJl63
The Vamps,Night & Day,Middle Of The Night,spotify:track:74vs7PD7iG2GnWUGnb8Yuq
Gorillaz,Demon Days,DARE,spotify:track:4Hff1IjRbLGeLgFgxvHflk
Hale,The Day You Said Goodnight,The Day You Said Goodnight - Acoustic Version,spotify:track:6CHpr3pY2MbJ5y1076UDnI
*NSYNC,'N Sync UK Version,Tearin' up My Heart - Radio Edit,spotify:track:73q3FpQVXWk5eSUnyo83E4
Faith Hill,Pearl Harbor - Original Motion Picture Soundtrack,There You'll Be,spotify:track:1MFuB2Ju6Vutt1NnFMJxh3
Teriyaki Boyz,BEEF or CHICKEN?????,? L A R G E,spotify:track:2gz40s3L7oJFmSlW39BEyT
Enrique Gil,"Choose Amore, Choose Love",Kung Di Magkatagpo,spotify:track:2N1wiTxjroqD8E2G3xAS0O
